Student_ID,Age,Gender,High_School_GPA,SAT_Score,University_GPA,Field_of_Study,Internships_Completed,Projects_Completed,Certifications,Soft_Skills_Score,Networking_Score,Job_Offers,Starting_Salary,Career_Satisfaction,Years_to_Promotion,Current_Job_Level,Work_Life_Balance,Entrepreneurship,Job_Role
,,,,,6.84,Fine Arts,1,,Java,,,,,,,,,,Art Director
,,,,,8.73,Electrical & Electronics Engineering,0,,C++,,,,,,,,,,VLSI Design Engineer
,,,,,8.3,Electrical & Electronics Engineering,0,,,,,,,,,,,,Embedded Systems Engineer
,,,,,6.56,Banking & Insurance,0,,Python,,,,,,,,,,Tax Consultant
,,,,,8.57,Physics (M.Sc),1,,PMP,,,,,,,,,,Senior Researcher
,,,,,8.23,Aeronautical Engineering,1,,CFA,,,,,,,,,,Biomedical Engineer
,,,,,7.72,Sanskrit,0,,,,,,,,,,,,Psychologist
,,,,,8.67,Marketing (Advanced),0,,Java,,,,,,,,,,Investment Banker
,,,,,8.7,Logistics & Supply Chain (Advanced),0,,AutoCAD,,,,,,,,,,Supply Chain Manager
,,,,,6.14,Mechanical Design,0,,Google Analytics,,,,,,,,,,Robotics System Architect
,,,,,7.25,Tamil,0,,Java,,,,,,,,,,Policy Analyst
,,,,,9.18,Artificial Intelligence (M.Sc),0,,C++,,,,,,,,,,Senior Researcher
,,,,,7.7,Economics,0,,Six Sigma,,,,,,,,,,Psychologist
,,,,,9.02,Biotechnology,2,,,,,,,,,,,,Clinical Research Associate
,,,,,7.14,Nutrition & Dietetics,1,,PMP,,,,,,,,,,Dietician
,,,,,6.01,Interior Design,0,,CPA,,,,,,,,,,Interior Architect
,,,,,8.55,Data Science,0,,Six Sigma,,,,,,,,,,AI Engineer
,,,,,8.3,Auditing,2,,Scrum Master,,,,,,,,,,Financial Auditor
,,,,,9.7,Psychology,0,,Scrum Master,,,,,,,,,,Content Writer
,,,,,6.58,Tamil,0,,Google Analytics,,,,,,,,,,Policy Analyst
,,,,,7.39,Computer Science,1,,Six Sigma,,,,,,,,,,Data Analyst
,,,,,8.62,Psychology,1,,PMP,,,,,,,,,,Content Writer
,,,,,7.64,Jewellery Design,2,,React,,,,,,,,,,Product Designer
,,,,,8.47,Logistics & Supply Chain (Advanced),2,,AWS,,,,,,,,,,Hospital Administrator
,,,,,9.32,Healthcare Management (Advanced),1,,Python,,,,,,,,,,Supply Chain Manager
,,,,,6.6,Tamil,0,,Six Sigma,,,,,,,,,,Policy Analyst
,,,,,8.14,Business Analytics,0,,React,,,,,,,,,,Marketing Executive
,,,,,7.9,Data Science,0,,,,,,,,,,,,Lab Technician
,,,,,6.55,Finance (Advanced),2,,C++,,,,,,,,,,HR Director
,,,,,6.53,Nursing,2,,C++,,,,,,,,,,Dietician
,,,,,6.75,Biotechnology (Masters),2,,CFA,,,,,,,,,,VLSI Architect
,,,,,6.31,Sociology,1,,Java,,,,,,,,,,Social Worker
,,,,,8.55,Power Systems,2,,CFA,,,,,,,,,,R&D Engineer
,,,,,9.52,Mechatronics Engineering,2,,PMP,,,,,,,,,,Robotics Engineer
,,,,,8.46,Business Analytics (Advanced),0,,React,,,,,,,,,,Product Manager
,,,,,8.22,Sanskrit,0,,CFA,,,,,,,,,,Psychologist
,,,,,9.1,Chemistry (M.Sc),2,,AWS,,,,,,,,,,Senior Researcher
,,,,,6.27,Chemistry,0,,Google Analytics,,,,,,,,,,Forensic Expert
S308,23.0,Female,3.6,1340.0,8.5,Marketing,2,5.0,2,7.0,6.0,2.0,76000.0,7.0,3.0,Mid,6.0,No,
,,,,,6.21,Artificial Intelligence,0,,,,,,,,,,,,Forensic Expert
,,,,,9.54,Forensic Science (M.Sc),0,,Python,,,,,,,,,,Senior Researcher
,,,,,6.54,Microbiology (M.Sc),1,,Java,,,,,,,,,,Clinical Psychologist
,,,,,9.05,Retail Management,1,,CFA,,,,,,,,,,Hotel Manager
,,,,,6.7,Chemistry,2,,CPA,,,,,,,,,,Data Analyst
,,,,,9.62,Forensic Science (M.Sc),1,,Python,,,,,,,,,,Senior Researcher
,,,,,6.24,Auditing,1,,C++,,,,,,,,,,Bank Officer
,,,,,8.17,Artificial Intelligence,1,,CPA,,,,,,,,,,Lab Technician
,,,,,9.32,Journalism & Mass Communication,1,,Google Analytics,,,,,,,,,,Journalist
,,,,,9.81,Fashion Design,0,,C++,,,,,,,,,,Clinical Research Associate
,,,,,9.89,Cybersecurity (Masters),0,,Scrum Master,,,,,,,,,,R&D Engineer
,,,,,9.16,Aviation Management,2,,AWS,,,,,,,,,,Hotel Manager
,,,,,7.79,Logistics & Supply Chain,1,,PMP,,,,,,,,,,Marketing Executive
,,,,,9.07,Nursing,0,,Google Analytics,,,,,,,,,,Clinical Research Associate
,,,,,6.1,Chemistry (M.Sc),0,,Google Analytics,,,,,,,,,,Statistician
,,,,,9.7,Travel & Tourism,1,,C++,,,,,,,,,,Hotel Manager
,,,,,9.56,Metallurgical Engineering,2,,Scrum Master,,,,,,,,,,Project Manager
,,,,,6.38,Healthcare Management,2,,AutoCAD,,,,,,,,,,Relationship Manager
,,,,,8.07,Political Science,0,,React,,,,,,,,,,Psychologist
,,,,,7.77,Animation & Multimedia,1,,PMP,,,,,,,,,,Product Designer
,,,,,9.06,Sociology,1,,CPA,,,,,,,,,,Content Writer
,,,,,8.82,Corporate Secretaryship,2,,AWS,,,,,,,,,,Chartered Accountant
,,,,,9.94,Environmental Science (M.Sc),0,,CFA,,,,,,,,,,Senior Researcher
,,,,,7.81,Product Design,2,,Google Analytics,,,,,,,,,,Product Designer
,,,,,9.45,International Business,0,,PMP,,,,,,,,,,Business Analyst
,,,,,6.03,Computer Science,1,,C++,,,,,,,,,,Forensic Expert
,,,,,6.37,AI & Data Science,2,,Scrum Master,,,,,,,,,,System Engineer
,,,,,6.94,Human Resource (Advanced),2,,Java,,,,,,,,,,HR Director
,,,,,7.86,Microbiology (M.Sc),2,,Photoshop,,,,,,,,,,Data Engineer
,,,,,7.02,Business Analytics,0,,CPA,,,,,,,,,,Tax Consultant
,,,,,6.7,Petroleum Engineering,1,,Scrum Master,,,,,,,,,,Automotive Design Engineer
,,,,,6.81,Banking & Insurance,0,,Java,,,,,,,,,,Tax Consultant
,,,,,9.51,Digital Marketing (Advanced),0,,React,,,,,,,,,,Investment Banker
,,,,,7.05,Auditing,1,,Scrum Master,,,,,,,,,,Tax Consultant
,,,,,7.43,Agriculture,2,,Google Analytics,,,,,,,,,,Dietician
,,,,,6.92,Chemical Engineering,1,,CFA,,,,,,,,,,Process Engineer
,,,,,7.16,Mechanical Design,2,,Scrum Master,,,,,,,,,,VLSI Architect
,,,,,6.56,Data Science,0,,Six Sigma,,,,,,,,,,Data Analyst
,,,,,6.22,Data Science (Masters),1,,CPA,,,,,,,,,,Robotics System Architect
,,,,,9.84,Interior Design,1,,C++,,,,,,,,,,UI/UX Designer
,,,,,9.05,Aviation Management (Advanced),1,,CPA,,,,,,,,,,Supply Chain Manager
,,,,,9.61,Business Analytics,0,,Scrum Master,,,,,,,,,,Business Analyst
,,,,,9.91,Statistics,1,,AWS,,,,,,,,,,Software Developer
,,,,,8.76,Aviation Management,2,,,,,,,,,,,,Hotel Manager
,,,,,7.3,Biotechnology,1,,,,,,,,,,,,Automotive Design Engineer
,,,,,9.31,Embedded Systems,1,,Scrum Master,,,,,,,,,,R&D Engineer
,,,,,7.03,Geography,0,,Google Analytics,,,,,,,,,,Policy Analyst
,,,,,6.75,Transportation Engineering,1,,Python,,,,,,,,,,VLSI Architect
,,,,,7.74,Fashion Design,1,,PMP,,,,,,,,,,Microbiologist
,,,,,9.92,Public Administration,1,,Six Sigma,,,,,,,,,,Journalist
,,,,,7.4,IT Management,2,,Google Analytics,,,,,,,,,,HR Director
,,,,,9.88,Environmental Science,1,,,,,,,,,,,,Clinical Research Associate
,,,,,7.58,Computer Science (M.Sc),2,,Six Sigma,,,,,,,,,,Data Engineer
,,,,,7.93,Hindi,2,,,,,,,,,,,,Psychologist
,,,,,7.23,Public Administration,2,,PMP,,,,,,,,,,Art Director
,,,,,8.85,AI & Machine Learning,0,,AWS,,,,,,,,,,AI Engineer
,,,,,8.0,Aviation Management,0,,AWS,,,,,,,,,,Retail Store Manager
S291,22.0,Male,3.4,1240.0,7.5,Business,1,4.0,1,6.0,5.0,1.0,52000.0,6.0,5.0,Entry,8.0,No,
,,,,,8.01,Artificial Intelligence,0,,AWS,,,,,,,,,,Lab Technician
,,,,,7.54,Forensic Science,2,,Google Analytics,,,,,,,,,,Lab Technician
,,,,,6.06,Textile Engineering,2,,AutoCAD,,,,,,,,,,Food Safety Officer
,,,,,9.25,Performing Arts,0,,CPA,,,,,,,,,,Journalist
,,,,,6.98,Public Administration,1,,Photoshop,,,,,,,,,,Art Director
,,,,,8.93,Environmental Engineering,0,,C++,,,,,,,,,,Robotics Engineer
,,,,,8.13,Marketing,0,,CPA,,,,,,,,,,Marketing Executive
,,,,,8.17,Psychology (M.Sc),1,,CFA,,,,,,,,,,Data Engineer
,,,,,8.34,Electronics & Communication Engineering,0,,Java,,,,,,,,,,Embedded Systems Engineer
,,,,,6.82,Logistics & Supply Chain,2,,PMP,,,,,,,,,,HR Generalist
,,,,,7.01,Industrial Design,1,,PMP,,,,,,,,,,Fashion Stylist
,,,,,8.25,Information Technology (Masters),1,,Google Analytics,,,,,,,,,,Senior Data Scientist
,,,,,9.11,Tamil,1,,,,,,,,,,,,Content Writer
,,,,,9.24,Retail Management,2,,Photoshop,,,,,,,,,,Hotel Manager
,,,,,9.27,Psychology,1,,AutoCAD,,,,,,,,,,Clinical Research Associate
,,,,,7.38,Civil Engineering,2,,Six Sigma,,,,,,,,,,Process Engineer
,,,,,6.57,Mechatronics Engineering,0,,C++,,,,,,,,,,Automotive Design Engineer
,,,,,7.89,Automobile Engineering,0,,Python,,,,,,,,,,Biomedical Engineer
,,,,,6.73,Retail Management (Advanced),1,,React,,,,,,,,,,Portfolio Manager
,,,,,8.55,English,2,,Photoshop,,,,,,,,,,Content Writer
S010,25.0,Female,3.9,1550.0,9.75,Computer Science,4,9.0,5,10.0,9.0,5.0,140000.0,10.0,1.0,Senior,5.0,No,
,,,,,9.33,Artificial Intelligence (M.Sc),1,,React,,,,,,,,,,Senior Researcher
,,,,,6.75,Banking & Insurance,2,,Google Analytics,,,,,,,,,,Aviation Operations Manager
,,,,,9.86,Petroleum Engineering,2,,CFA,,,,,,,,,,Robotics Engineer
S223,23.0,Male,3.6,1380.0,8.75,Marketing,3,7.0,3,8.0,7.0,3.0,90000.0,8.0,3.0,Mid,6.0,No,
S220,25.0,Female,3.7,1400.0,8.75,Psychology,3,7.0,3,8.0,7.0,3.0,88000.0,8.0,2.0,Mid,7.0,No,
,,,,,9.37,Data Science (Masters),0,,Six Sigma,,,,,,,,,,R&D Engineer
,,,,,6.74,Information Technology (M.Sc),1,,Scrum Master,,,,,,,,,,Clinical Psychologist
,,,,,9.95,Robotics & Automation,0,,Scrum Master,,,,,,,,,,Robotics Engineer
,,,,,8.46,Information Technology (Masters),1,,Photoshop,,,,,,,,,,Senior Data Scientist
,,,,,7.24,Robotics & Automation,0,,Scrum Master,,,,,,,,,,Automotive Design Engineer
,,,,,9.19,Biomedical Engineering,0,,React,,,,,,,,,,Robotics Engineer
,,,,,9.03,Physics (M.Sc),0,,Photoshop,,,,,,,,,,Senior Researcher
S192,24.0,Female,3.8,1480.0,9.25,Business,3,8.0,3,9.0,8.0,4.0,106000.0,9.0,2.0,Mid,6.0,No,
,,,,,9.48,Aerospace Engineering,0,,CPA,,,,,,,,,,Robotics Engineer
,,,,,6.0,Cybersecurity (Masters),1,,PMP,,,,,,,,,,Robotics System Architect
,,,,,7.79,AI & Data Science,1,,PMP,,,,,,,,,,Data Scientist
,,,,,7.34,International Business,0,,Photoshop,,,,,,,,,,Tax Consultant
,,,,,6.84,Nutrition & Dietetics,1,,CFA,,,,,,,,,,Dietician
,,,,,6.84,Human Resource (Advanced),1,,CPA,,,,,,,,,,HR Director
,,,,,8.14,Entrepreneurship,0,,AWS,,,,,,,,,,Marketing Executive
,,,,,6.64,Microbiology,0,,Python,,,,,,,,,,Dietician
,,,,,6.24,Marketing (Advanced),1,,Scrum Master,,,,,,,,,,Business Development Manager
,,,,,9.7,Data Science,0,,PMP,,,,,,,,,,AI Engineer
,,,,,7.57,Civil Engineering,0,,Photoshop,,,,,,,,,,Structural Engineer
,,,,,7.33,Communication Design,2,,PMP,,,,,,,,,,Fashion Stylist
,,,,,9.66,Agriculture (M.Sc),0,,Six Sigma,,,,,,,,,,Senior Researcher
,,,,,7.63,Agriculture,2,,Scrum Master,,,,,,,,,,Microbiologist
,,,,,8.09,Public Administration,2,,PMP,,,,,,,,,,Public Relations Officer
,,,,,9.82,Data Science (M.Sc),0,,Java,,,,,,,,,,Senior Researcher
,,,,,9.04,Civil Engineering,2,,React,,,,,,,,,,Project Manager
,,,,,8.97,Geography,2,,AWS,,,,,,,,,,Content Writer
,,,,,9.7,Mathematics,0,,,,,,,,,,,,Software Developer
,,,,,8.28,Civil Engineering,2,,Photoshop,,,,,,,,,,Structural Engineer
,,,,,8.33,Civil Engineering,0,,Java,,,,,,,,,,Structural Engineer
,,,,,9.58,Hospitality & Tourism (Advanced),2,,React,,,,,,,,,,Supply Chain Manager
,,,,,9.13,International Business,1,,AutoCAD,,,,,,,,,,Business Analyst
,,,,,8.9,Data Science,2,,PMP,,,,,,,,,,AI Engineer
,,,,,7.32,VLSI,0,,AWS,,,,,,,,,,VLSI Architect
,,,,,8.3,Banking & Financial Services,2,,React,,,,,,,,,,Hospital Administrator
,,,,,8.83,Nutrition & Dietetics,1,,Java,,,,,,,,,,Clinical Research Associate
S213,23.0,Male,3.6,1360.0,8.5,Engineering,2,5.0,2,8.0,7.0,2.0,80000.0,7.0,3.0,Mid,6.0,No,
,,,,,9.43,Marine Engineering,0,,Python,,,,,,,,,,Robotics Engineer
,,,,,9.3,Marketing,2,,Six Sigma,,,,,,,,,,Business Analyst
,,,,,7.41,International Business,1,,CFA,,,,,,,,,,HR Generalist
,,,,,9.91,Human Resource Management,2,,PMP,,,,,,,,,,Business Analyst
,,,,,7.0,Economics,0,,React,,,,,,,,,,Tax Consultant
,,,,,9.86,Cybersecurity,2,,C++,,,,,,,,,,AI Engineer
,,,,,8.05,Travel & Tourism,2,,Java,,,,,,,,,,Retail Store Manager
,,,,,7.83,Data Science (M.Sc),0,,Java,,,,,,,,,,Data Engineer
,,,,,6.57,Automobile Engineering,1,,AWS,,,,,,,,,,Automotive Design Engineer
,,,,,9.09,Information Technology (Masters),1,,Python,,,,,,,,,,R&D Engineer
,,,,,6.4,Geography,2,,PMP,,,,,,,,,,Social Worker
,,,,,9.21,Information Technology,0,,Six Sigma,,,,,,,,,,AI Engineer
,,,,,6.58,Data Science,1,,Six Sigma,,,,,,,,,,Full Stack Developer
,,,,,9.12,Data Science (M.Sc),1,,Python,,,,,,,,,,Senior Researcher
,,,,,8.37,Business Analytics,0,,Photoshop,,,,,,,,,,Marketing Executive
,,,,,8.39,Hindi,1,,,,,,,,,,,,Psychologist
,,,,,8.68,Artificial Intelligence (M.Sc),2,,PMP,,,,,,,,,,Senior Researcher
,,,,,7.91,Political Science,1,,Python,,,,,,,,,,Psychologist
,,,,,8.95,Agriculture,1,,,,,,,,,,,,Clinical Research Associate
,,,,,9.14,Logistics & Supply Chain (Advanced),2,,,,,,,,,,,,Supply Chain Manager
,,,,,9.64,Entrepreneurship,0,,Photoshop,,,,,,,,,,Business Analyst
,,,,,8.37,English,1,,Photoshop,,,,,,,,,,Psychologist
,,,,,8.38,Electronics & Communication Engineering,2,,CFA,,,,,,,,,,Embedded Systems Engineer
,,,,,7.34,International Business,2,,CPA,,,,,,,,,,Tax Consultant
,,,,,6.76,Data Science (M.Sc),0,,React,,,,,,,,,,Clinical Psychologist
,,,,,8.99,Biotechnology (Masters),1,,Six Sigma,,,,,,,,,,R&D Engineer
,,,,,8.58,Statistics (M.Sc),0,,C++,,,,,,,,,,Senior Researcher
,,,,,6.54,Operations Management (Advanced),1,,Python,,,,,,,,,,HR Director
,,,,,6.38,Fashion Design,2,,Python,,,,,,,,,,Registered Nurse
,,,,,7.09,English,1,,PMP,,,,,,,,,,Policy Analyst
,,,,,8.83,Performing Arts,2,,AWS,,,,,,,,,,Journalist
,,,,,9.81,Robotics,1,,C++,,,,,,,,,,R&D Engineer
,,,,,7.21,Civil Engineering,2,,Scrum Master,,,,,,,,,,Process Engineer
,,,,,9.52,Journalism & Mass Communication,2,,C++,,,,,,,,,,Journalist
,,,,,9.39,Biotechnology (Masters),2,,React,,,,,,,,,,R&D Engineer
S176,22.0,Female,3.2,1180.0,7.25,Arts,0,2.0,0,5.0,4.0,0.0,38000.0,5.0,5.0,Entry,7.0,No,
,,,,,7.7,Performing Arts,2,,Photoshop,,,,,,,,,,Public Relations Officer
,,,,,6.03,History,2,,PMP,,,,,,,,,,Social Worker
,,,,,6.71,Forensic Science,0,,Scrum Master,,,,,,,,,,Data Analyst
,,,,,6.71,Microbiology (M.Sc),2,,AutoCAD,,,,,,,,,,Clinical Psychologist
,,,,,7.61,Computer Science (M.Sc),1,,Python,,,,,,,,,,Data Engineer
,,,,,6.66,Banking & Financial Services,2,,CPA,,,,,,,,,,Portfolio Manager
,,,,,9.8,Human Resource Management,2,,CPA,,,,,,,,,,Business Analyst
,,,,,8.23,Food Science & Nutrition,2,,CPA,,,,,,,,,,Data Engineer
,,,,,9.17,Data Science,1,,Python,,,,,,,,,,AI Engineer
,,,,,8.84,Psychology (M.Sc),2,,CPA,,,,,,,,,,Senior Researcher
,,,,,6.83,AI & Machine Learning,1,,CPA,,,,,,,,,,Full Stack Developer
,,,,,7.68,Operations Management,1,,Google Analytics,,,,,,,,,,Marketing Executive
,,,,,6.95,Game Design,0,,Six Sigma,,,,,,,,,,Fashion Stylist
,,,,,6.74,Microbiology (M.Sc),0,,Scrum Master,,,,,,,,,,Clinical Psychologist
,,,,,9.58,Tamil,2,,React,,,,,,,,,,Content Writer
,,,,,7.6,Logistics & Supply Chain (Advanced),0,,CPA,,,,,,,,,,Hospital Administrator
,,,,,6.89,Cybersecurity,1,,CPA,,,,,,,,,,Full Stack Developer
,,,,,9.9,Chemistry (M.Sc),1,,Six Sigma,,,,,,,,,,Senior Researcher
S318,23.0,Female,3.7,1460.0,9.0,Medicine,3,7.0,3,9.0,8.0,3.0,96000.0,9.0,2.0,Mid,6.0,No,
,,,,,9.08,History,0,,Google Analytics,,,,,,,,,,Content Writer
,,,,,8.21,Jewellery Design,1,,AutoCAD,,,,,,,,,,Product Designer
,,,,,8.33,Mathematics,2,,Six Sigma,,,,,,,,,,Lab Technician
,,,,,9.48,Healthcare Management,1,,AutoCAD,,,,,,,,,,Hotel Manager
,,,,,6.28,Human Resource (Advanced),1,,AutoCAD,,,,,,,,,,Business Development Manager
,,,,,6.51,Microbiology,1,,React,,,,,,,,,,Dietician
,,,,,7.69,Computer Applications,2,,Google Analytics,,,,,,,,,,Financial Auditor
,,,,,9.16,Mining Engineering,2,,AutoCAD,,,,,,,,,,Project Manager
,,,,,9.46,Computer Science,1,,CFA,,,,,,,,,,Software Developer
,,,,,6.88,Computer Applications,2,,AutoCAD,,,,,,,,,,Tax Consultant
,,,,,6.47,Psychology,0,,Six Sigma,,,,,,,,,,Registered Nurse
,,,,,6.51,Marketing (Advanced),1,,PMP,,,,,,,,,,HR Director
S118,23.0,Female,3.7,1460.0,9.0,Medicine,3,7.0,3,9.0,8.0,3.0,96000.0,9.0,2.0,Mid,6.0,No,
,,,,,7.27,Embedded Systems,0,,AutoCAD,,,,,,,,,,VLSI Architect
,,,,,9.28,Animation & Multimedia,1,,CFA,,,,,,,,,,UI/UX Designer
,,,,,9.67,Data Science (M.Sc),0,,CPA,,,,,,,,,,Senior Researcher
,,,,,6.47,Aerospace Engineering,0,,C++,,,,,,,,,,Food Safety Officer
,,,,,8.4,Statistics,1,,AutoCAD,,,,,,,,,,Lab Technician
,,,,,9.03,Manufacturing Engineering,0,,C++,,,,,,,,,,R&D Engineer
,,,,,6.81,Computer Science,2,,Google Analytics,,,,,,,,,,Data Analyst
,,,,,7.14,Accounting & Finance,0,,CFA,,,,,,,,,,Tax Consultant
,,,,,9.01,Electrical Engineering,2,,Python,,,,,,,,,,VLSI Design Engineer
,,,,,7.45,Banking & Financial Services,2,,Photoshop,,,,,,,,,,Portfolio Manager
,,,,,7.91,Environmental Engineering,1,,Six Sigma,,,,,,,,,,Biomedical Engineer
,,,,,7.72,Microbiology (M.Sc),0,,C++,,,,,,,,,,Data Engineer
,,,,,6.68,Corporate Secretaryship,1,,Scrum Master,,,,,,,,,,Tax Consultant
,,,,,7.78,Agriculture (M.Sc),1,,,,,,,,,,,,Data Engineer
,,,,,6.49,Marketing (Advanced),2,,React,,,,,,,,,,Business Development Manager
S032,24.0,Female,3.7,1420.0,8.75,Finance,3,7.0,3,8.0,7.0,3.0,88000.0,8.0,2.0,Mid,7.0,No,
,,,,,7.2,Mining Engineering,1,,AWS,,,,,,,,,,Process Engineer
,,,,,6.93,Nursing,1,,Java,,,,,,,,,,Dietician
,,,,,8.25,Business Analytics,1,,CFA,,,,,,,,,,Marketing Executive
,,,,,6.5,Fashion Design,1,,PMP,,,,,,,,,,Interior Architect
,,,,,8.48,Forensic Science (M.Sc),2,,Google Analytics,,,,,,,,,,Data Engineer
,,,,,9.33,Food Technology,0,,AutoCAD,,,,,,,,,,Robotics Engineer
,,,,,7.65,Data Science,2,,Scrum Master,,,,,,,,,,Lab Technician
,,,,,7.44,Biotechnology (M.Sc),1,,Scrum Master,,,,,,,,,,Clinical Psychologist
,,,,,9.66,Electronics (M.Sc),0,,Six Sigma,,,,,,,,,,Senior Researcher
,,,,,9.33,Textile Design,1,,AWS,,,,,,,,,,UI/UX Designer
,,,,,9.43,Retail Management (Advanced),1,,Photoshop,,,,,,,,,,Supply Chain Manager
,,,,,8.52,Textile Design,0,,C++,,,,,,,,,,UI/UX Designer
,,,,,6.16,Statistics,1,,Google Analytics,,,,,,,,,,Forensic Expert
,,,,,9.92,Journalism & Mass Communication,0,,Google Analytics,,,,,,,,,,Journalist
,,,,,6.65,Business Analytics (Advanced),1,,AWS,,,,,,,,,,HR Director
,,,,,9.62,Statistics,1,,Google Analytics,,,,,,,,,,Software Developer
,,,,,8.18,International Business,0,,AWS,,,,,,,,,,Marketing Executive
,,,,,6.51,Retail Management (Advanced),0,,,,,,,,,,,,Portfolio Manager
S293,23.0,Male,3.5,1320.0,8.25,Law,2,5.0,2,7.0,6.0,2.0,76000.0,7.0,3.0,Mid,6.0,No,
,,,,,9.08,Financial Markets,1,,PMP,,,,,,,,,,Chartered Accountant
,,,,,9.18,Sociology,0,,React,,,,,,,,,,Content Writer
,,,,,7.42,Computer Science,2,,Python,,,,,,,,,,Data Analyst
,,,,,8.11,Power Systems,0,,CFA,,,,,,,,,,Senior Data Scientist
,,,,,7.98,Financial Markets,2,,Java,,,,,,,,,,Financial Auditor
,,,,,7.64,Taxation,1,,,,,,,,,,,,Financial Auditor
,,,,,9.13,Microbiology,0,,CFA,,,,,,,,,,Clinical Research Associate
,,,,,6.25,Nursing,0,,,,,,,,,,,,Registered Nurse
S289,21.0,Male,3.6,1360.0,8.5,Psychology,2,5.0,2,8.0,7.0,2.0,80000.0,7.0,3.0,Mid,6.0,No,
,,,,,8.58,Environmental Science,0,,AutoCAD,,,,,,,,,,Clinical Research Associate
,,,,,9.16,Journalism & Mass Communication,1,,Java,,,,,,,,,,Journalist
,,,,,6.15,Taxation,0,,,,,,,,,,,,Bank Officer
,,,,,8.11,Power Systems,0,,CPA,,,,,,,,,,Senior Data Scientist
,,,,,7.36,Industrial Design,1,,AutoCAD,,,,,,,,,,Fashion Stylist
,,,,,6.73,Aeronautical Engineering,1,,,,,,,,,,,,Automotive Design Engineer
,,,,,8.02,Environmental Science (M.Sc),2,,CFA,,,,,,,,,,Data Engineer
,,,,,6.08,Mechanical Design,0,,Python,,,,,,,,,,Robotics System Architect
,,,,,7.25,Animation & Multimedia,2,,CPA,,,,,,,,,,Fashion Stylist
,,,,,6.27,Sociology,0,,PMP,,,,,,,,,,Social Worker
,,,,,8.5,Political Science,1,,AutoCAD,,,,,,,,,,Psychologist
,,,,,9.55,Textile Design,2,,CFA,,,,,,,,,,UI/UX Designer
,,,,,8.62,Food Science & Nutrition,2,,C++,,,,,,,,,,Senior Researcher
,,,,,6.51,Marketing,0,,Java,,,,,,,,,,HR Generalist
,,,,,8.68,Agriculture,0,,AutoCAD,,,,,,,,,,Clinical Research Associate
,,,,,6.51,Corporate Secretaryship,1,,PMP,,,,,,,,,,Tax Consultant
,,,,,8.72,Textile Design,1,,Six Sigma,,,,,,,,,,UI/UX Designer
,,,,,9.38,Robotics & Automation,2,,AutoCAD,,,,,,,,,,Robotics Engineer
,,,,,8.55,Information Technology (M.Sc),1,,AutoCAD,,,,,,,,,,Senior Researcher
,,,,,8.72,Business Analytics,0,,CFA,,,,,,,,,,Business Analyst
,,,,,7.63,Banking & Insurance,2,,Scrum Master,,,,,,,,,,Financial Auditor
,,,,,6.41,Microbiology,1,,PMP,,,,,,,,,,Registered Nurse
,,,,,6.19,Robotics & Automation,1,,Python,,,,,,,,,,Food Safety Officer
,,,,,6.1,Electronics (M.Sc),2,,React,,,,,,,,,,Statistician
,,,,,6.92,Hospitality & Tourism (Advanced),2,,PMP,,,,,,,,,,Portfolio Manager
,,,,,7.1,Aviation Management,1,,Java,,,,,,,,,,Aviation Operations Manager
,,,,,9.36,English,2,,Python,,,,,,,,,,Content Writer
,,,,,7.39,Digital Marketing (Advanced),0,,Java,,,,,,,,,,HR Director
,,,,,9.31,Agriculture (M.Sc),0,,Google Analytics,,,,,,,,,,Senior Researcher
,,,,,9.18,Fashion Design,0,,Python,,,,,,,,,,UI/UX Designer
,,,,,9.68,Food Technology,2,,Scrum Master,,,,,,,,,,Robotics Engineer
,,,,,8.13,Chemical Engineering,1,,React,,,,,,,,,,Structural Engineer
,,,,,7.28,Auditing,2,,,,,,,,,,,,Tax Consultant
,,,,,7.35,Finance,2,,AWS,,,,,,,,,,HR Generalist
,,,,,7.37,Aerospace Engineering,2,,Photoshop,,,,,,,,,,Automotive Design Engineer
,,,,,6.34,Automobile Engineering,2,,AWS,,,,,,,,,,Food Safety Officer
,,,,,8.11,Electrical Engineering,1,,C++,,,,,,,,,,Embedded Systems Engineer
,,,,,6.42,Sanskrit,2,,CPA,,,,,,,,,,Social Worker
,,,,,6.37,Microbiology,0,,React,,,,,,,,,,Registered Nurse
,,,,,9.79,Biotechnology,1,,AutoCAD,,,,,,,,,,Robotics Engineer
,,,,,6.08,Manufacturing Engineering,2,,,,,,,,,,,,Robotics System Architect
,,,,,7.28,Metallurgical Engineering,0,,Java,,,,,,,,,,Process Engineer
S100,25.0,Female,3.7,1400.0,8.75,Medicine,3,7.0,3,9.0,8.0,3.0,94000.0,8.0,2.0,Mid,6.0,No,
,,,,,6.31,English,2,,PMP,,,,,,,,,,Social Worker
,,,,,7.55,Petroleum Engineering,0,,PMP,,,,,,,,,,Biomedical Engineer
,,,,,8.58,International Business,1,,React,,,,,,,,,,Business Analyst
,,,,,7.78,AI & Machine Learning,2,,Google Analytics,,,,,,,,,,Data Scientist
S139,21.0,Male,3.9,1560.0,9.75,Computer Science,4,9.0,5,10.0,9.0,5.0,144000.0,10.0,1.0,Senior,5.0,No,
,,,,,6.82,Instrumentation Engineering,1,,Google Analytics,,,,,,,,,,Control Systems Engineer
,,,,,6.08,Electronics (M.Sc),2,,Python,,,,,,,,,,Statistician
,,,,,7.12,Logistics & Supply Chain,2,,Scrum Master,,,,,,,,,,HR Generalist
